Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
10.841007471084595	0	-0.41354844	0.071945384	-0.2635132	-0.61326927	21.0	0.0	-0.019692782	-0.019692782	-0.019806782	-0.019806782	-0.69640785	0.03964163	7.7930206e-05	4.15749e-05	0.69641566	1008	1008
18.348928689956665	1	-0.40488315	0.08259758	-0.29357684	-0.6578331	21.0	0.0	-0.01928015	-0.01928015	-0.019462753	-0.019462753	-0.6906646	0.024369191	8.8961984e-05	7.888895e-05	0.6906735	1008	2016
22.18467116355896	2	-0.41991875	0.07045087	-0.29861623	-0.542191	21.0	0.0	-0.01999613	-0.01999613	-0.020097025	-0.020097025	-0.69596314	0.02618222	0.00047043982	0.00056365854	0.6960101	1008	3024
26.008445024490356	3	-0.43919134	0.088961296	-0.29721725	-0.6521176	21.0	0.0	-0.020913873	-0.020913873	-0.020881653	-0.020881653	-0.6944374	0.026403314	6.131951e-05	2.8916846e-05	0.6944435	1008	4032
29.87410545349121	4	-0.41353908	0.085006244	-0.262935	-0.6347629	21.0	0.0	-0.019692337	-0.019692337	-0.019729497	-0.019729497	-0.6933525	0.020979585	9.088657e-05	7.472503e-05	0.6933616	1008	5040
33.695886850357056	5	-0.41221896	0.09392694	-0.26185688	-0.6090819	21.0	0.0	-0.019629475	-0.019629475	-0.019441644	-0.019441644	-0.6928885	0.027563604	0.0001404368	0.00024673555	0.69290257	1008	6048
37.70815420150757	6	-0.40320897	0.079192415	-0.22874458	-0.5773706	21.0	0.0	-0.019200427	-0.019200427	-0.019024368	-0.019024368	-0.6919211	0.026240882	0.0020916844	0.0039940565	0.69213027	1008	7056
41.87201929092407	7	-0.41005492	0.10305913	-0.15969975	-0.7400313	21.0	0.0	-0.019526426	-0.019526426	-0.019475732	-0.019475732	-0.695135	0.018523354	0.00051827723	0.00048024778	0.69518685	1008	8064
46.10769176483154	8	-0.4208953	0.10742244	-0.21811345	-0.6974125	21.0	0.0	-0.020042636	-0.020042636	-0.020024356	-0.020024356	-0.694401	0.018039007	0.0029282267	0.0034716127	0.69469386	1008	9072
50.07607865333557	9	-0.4493703	0.09614206	-0.2537685	-0.6905275	21.0	0.0	-0.021398585	-0.021398585	-0.021412112	-0.021412112	-0.6915813	0.03366249	0.0038747154	0.0056398013	0.6919688	1008	10080
54.00955891609192	10	-0.4578803	0.10252622	-0.17475626	-0.6751728	21.0	0.0	-0.021803826	-0.021803826	-0.021628942	-0.021628942	-0.6880412	0.04369656	0.006189392	0.007689545	0.68866014	1008	11088
57.87522101402283	11	-0.4534981	0.10099419	-0.27987227	-0.70749277	21.0	0.0	-0.021595148	-0.021595148	-0.021502113	-0.021502113	-0.6936497	0.022809668	0.0019861031	0.002506666	0.6938484	1008	12096
61.72592234611511	12	0.32974827	5.685068	39.298325	-0.7251852	21.0	0.0	0.015702305	0.015702305	0.021553924	0.021553924	-0.6439016	0.20171504	0.21238005	0.21495645	0.6651397	1008	13104
65.55169343948364	13	0.32474366	3.964352	19.379486	-0.69687754	21.0	0.0	0.015463985	0.015463985	0.01813327	0.01813327	-0.71045053	0.16097876	0.103012174	0.14531152	0.72075176	1008	14112
69.38842988014221	14	1.9750308	7.1531596	29.192368	-0.7814572	21.0	0.0	0.094049074	0.094049074	0.096963294	0.096963294	-0.67364705	0.13852543	0.0944472	0.12895714	0.68309176	1008	15120
73.27204442024231	15	2.5750132	8.888739	39.3388	-0.7596222	21.0	0.0	0.12261969	0.12261969	0.1329672	0.1329672	-0.63195413	0.2542235	0.33665818	0.24819054	0.66561997	1008	16128
77.15665602684021	16	2.5663805	11.52907	69.15108	-0.94369555	21.0	0.0	0.122208595	0.122208595	0.1332442	0.1332442	-0.6817137	0.3561831	0.4129839	0.3167499	0.72301203	1008	17136
81.0033688545227	17	7.1185455	14.248932	49.161804	-0.79529095	21.0	0.0	0.33897832	0.33897832	0.3500833	0.3500833	-0.61634386	0.27225015	0.35892743	0.2932311	0.6522366	1008	18144
84.97773909568787	18	11.238494	18.00322	59.25657	-0.8169941	21.0	0.0	0.5351664	0.5351664	0.5490045	0.5490045	-0.591864	0.3131212	0.43094298	0.29662818	0.63495827	1008	19152
88.84539651870728	19	15.794403	23.11432	79.280205	-0.89835316	21.0	0.0	0.7521144	0.7521144	0.7674435	0.7674435	-0.62376606	0.39268103	0.48771733	0.348994	0.6725378	1008	20160
92.73100447654724	20	13.912979	22.46309	69.155945	-0.80783737	21.0	0.0	0.6625228	0.6625228	0.6791375	0.6791375	-0.6512178	0.35037693	0.4384814	0.31965616	0.6950659	1008	21168
96.74427008628845	21	15.315739	19.708313	59.332966	-0.87649095	21.0	0.0	0.72932094	0.72932094	0.7556379	0.7556379	-0.47281426	0.35065737	0.62283576	0.31868413	0.53509784	1008	22176
100.59297943115234	22	16.158224	21.043415	68.949135	-1.2817165	21.0	0.0	0.7694392	0.7694392	0.787603	0.787603	-0.60952675	0.3424332	0.488469	0.34659833	0.6583736	1008	23184
104.78775930404663	23	21.543055	25.165356	89.11725	-0.8748047	21.0	0.0	1.0258597	1.0258597	1.041284	1.041284	-0.55760545	0.30126515	0.5493851	0.42789045	0.61254394	1008	24192
108.84391164779663	24	32.098392	25.730997	89.03558	-0.9029766	21.0	0.0	1.528495	1.528495	1.5503516	1.5503516	-0.6365091	0.43834555	0.65934277	0.3948832	0.7024435	1008	25200
113.29002213478088	25	29.627604	26.41753	78.928185	-0.8004809	21.0	0.0	1.4108381	1.4108381	1.4222661	1.4222661	-0.616576	0.29512027	0.41270286	0.30358183	0.65784633	1008	26208
118.12907981872559	26	39.148155	25.774757	98.79856	-0.69658816	21.0	0.0	1.864198	1.864198	1.8771878	1.8771878	-0.6784053	0.30496535	0.43383273	0.28368574	0.72178864	1008	27216
122.24806594848633	27	41.632484	24.594782	98.81725	-0.96757054	21.0	0.0	1.9824992	1.9824992	1.9934624	1.9934624	-0.6297046	0.24035047	0.3696619	0.24139196	0.6666708	1008	28224
126.40794062614441	28	51.9888	23.4312	99.033485	-0.646382	21.0	0.0	2.475657	2.475657	2.4896913	2.4896913	-0.6304836	0.34596387	0.49349803	0.34007552	0.6798335	1008	29232
130.84008598327637	29	52.167706	29.213772	108.78943	-0.8933878	21.0	0.0	2.4841764	2.4841764	2.4962096	2.4962096	-0.68262804	0.31104428	0.38238156	0.24306054	0.7208662	1008	30240
