Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
3.249234437942505	0	-0.43710944	0.084276035	-0.28531253	-0.62254745	21.0	0.0	-0.020814737	-0.020814737	-0.020814737	-0.020814737	1008	1008
4.264622449874878	1	-0.40997157	0.08901304	-0.21931992	-0.6099803	21.0	0.0	-0.019522455	-0.019522455	-0.019522455	-0.019522455	1008	2016
4.858231544494629	2	-0.42651486	0.081373416	-0.2241905	-0.6069499	21.0	0.0	-0.020310232	-0.020310232	-0.020310232	-0.020310232	1008	3024
5.451841354370117	3	-0.42420486	0.09076819	-0.2835079	-0.64262	21.0	0.0	-0.020200232	-0.020200232	-0.020200232	-0.020200232	1008	4032
6.061072826385498	4	-0.42881432	0.077443935	-0.25659242	-0.6217377	21.0	0.0	-0.020419728	-0.020419728	-0.020419728	-0.020419728	1008	5040
6.65468430519104	5	-0.4204476	0.08180274	-0.17351475	-0.5760311	21.0	0.0	-0.020021314	-0.020021314	-0.020021314	-0.020021314	1008	6048
7.263918876647949	6	-0.44824505	0.09813931	-0.24432015	-0.6886298	21.0	0.0	-0.021345003	-0.021345003	-0.021345003	-0.021345003	1008	7056
7.8548383712768555	7	-0.4236898	0.089008674	-0.23507231	-0.6283148	21.0	0.0	-0.020175705	-0.020175705	-0.020175705	-0.020175705	1008	8064
8.479690074920654	8	-0.4410474	0.09132781	-0.25691885	-0.59885824	21.0	0.0	-0.021002255	-0.021002255	-0.021002255	-0.021002255	1008	9072
9.088921546936035	9	-0.42875883	0.10177254	-0.27970517	-0.69789636	21.0	0.0	-0.020417087	-0.020417087	-0.020417087	-0.020417087	1008	10080
9.682532548904419	10	-0.49871936	0.10696597	-0.29727787	-0.7497389	21.0	0.0	-0.023748541	-0.023748541	-0.023748541	-0.023748541	1008	11088
