Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
9.069586753845215	0	-291.45436841544677	-15.055673091561667	46.33746455849685	-148.3814078120981	-448.4372823700487	20.0	0.0	300	10080	-284.70849565489345	-14.850230745250514
17.201414108276367	1	-293.8651301617755	-15.041573720259537	50.522712920990564	-165.12285696693473	-415.71802561949283	20.0	0.0	300	20160	-285.9369987226946	-14.61307564003748
24.427074193954468	2	-288.9144722396499	-14.881704535749464	51.71804328984583	-151.7370431994978	-453.2440014330546	20.0	0.0	300	30240	-288.0288987596342	-15.067899948334423
31.83048963546753	3	-288.73046123140966	-14.609684679149122	50.24308345842099	-126.328389584569	-426.8127228395399	20.0	0.0	300	40320	-290.1041355055064	-14.915799933893506
39.376012325286865	4	-285.90811597896857	-14.357416037238	47.099576192849895	-162.40304705074155	-401.2134520724847	20.0	0.0	300	50400	-277.43725912738665	-14.378657229095921
46.53864002227783	5	-285.9360644359169	-14.598573978465632	45.9248601675318	-137.98594214965655	-407.98997158821294	20.0	0.0	300	60480	-287.4679225834753	-14.901983019091801
53.77769994735718	6	-284.64835056254844	-14.302067055543537	44.894830075500025	-171.6012789874521	-421.2444370474308	20.0	0.0	300	70560	-280.11191383124986	-13.555043944591281
61.017231464385986	7	-288.49653057666745	-14.936483267227779	45.45871992467301	-161.1221191308753	-417.86825243049077	20.0	0.0	300	80640	-280.461250763775	-13.84419032314035
68.15246033668518	8	-288.3627474432598	-14.504836576035128	45.91483131659916	-160.5677488064688	-408.46585151700026	20.0	0.0	300	90720	-286.0859535872958	-14.36815538392537
75.50180649757385	9	-286.3643559003275	-14.590220542152917	45.080899038985486	-167.04278913924537	-425.1898775760953	20.0	0.0	300	100800	-285.14751016578316	-14.598175408660115
82.76063895225525	10	-280.6724068881541	-14.220254664061134	42.522948484692705	-159.95295215578824	-403.56200938594793	20.0	0.0	300	110880	-280.62734831804914	-14.20428173499258
89.937424659729	11	-279.91534005849945	-14.056152597163662	41.63630797859037	-133.712923358303	-432.7054862197744	20.0	0.0	300	120960	-266.53650754708025	-12.7660314054018
97.17688751220703	12	-277.22900967025555	-14.001896757829792	46.001071971282514	-131.32547024930085	-422.01575100179906	20.0	0.0	300	131040	-285.5486133535268	-13.894015236711784
104.28945779800415	13	-278.6129679462662	-14.043211072818481	42.10074550236828	-162.9968138684985	-406.31536218663643	20.0	0.0	300	141120	-289.3524541735221	-15.058603737569689
111.34351921081543	14	-276.59158219974097	-13.695933369891426	39.62283580654247	-156.19386910446627	-379.977113195623	20.0	0.0	300	151200	-282.170529131912	-13.782285928728289
118.47353458404541	15	-282.52541433291	-14.421948736716502	43.1614989225166	-138.93554807869842	-395.9765035489517	20.0	0.0	300	161280	-285.7573140466076	-14.364196623412525
125.62162613868713	16	-279.9264175981044	-14.102466096308955	37.697914396068384	-164.66034459089045	-381.53702182562137	20.0	0.0	300	171360	-284.3702593766435	-14.786519353476336
133.31571435928345	17	-282.4803464761502	-14.123607966529232	43.679343137954454	-158.14653929245262	-452.5983428371074	20.0	0.0	300	181440	-278.1030550763677	-14.206703201328589
140.752671957016	18	-281.4471420523894	-14.150075461650488	35.82712036509249	-173.35234195873113	-392.2883290476777	20.0	0.0	300	191520	-274.62287119906347	-14.02559709786276
148.24386477470398	19	-284.63106144101283	-14.388206005630986	36.27359165042871	-190.77745834865374	-395.0316190518155	20.0	0.0	300	201600	-275.94788860811633	-13.903454012666966
155.5768072605133	20	-279.6521287189186	-14.05309241160954	37.91029651240917	-160.79246107223736	-404.16085956553513	20.0	0.0	300	211680	-286.109702247851	-15.008668767616737
162.98973059654236	21	-277.39055459455784	-14.108248861278954	35.66918490257986	-172.70703224610807	-361.34712570163697	20.0	0.0	300	221760	-283.21686707619244	-14.611980848129738
170.40540432929993	22	-279.8679821322541	-14.10712712329425	34.41068317631124	-195.97728823649234	-367.3719947105569	20.0	0.0	300	231840	-276.4958277579312	-14.151943284983897
177.519517660141	23	-283.72484514079395	-14.472144232144164	32.91083032481695	-185.43882235418317	-393.36996714874175	20.0	0.0	300	241920	-278.15522703012925	-13.705694050342036
184.63312649726868	24	-279.3101582053514	-14.275504397453707	32.20185865586126	-202.81110493462515	-365.8712684253933	20.0	0.0	300	252000	-278.1415775712614	-13.95916213796668
191.76512575149536	25	-281.6993704989573	-14.466470971371283	31.340737154267522	-191.0428694690914	-364.45017260462157	20.0	0.0	300	262080	-286.1532517123139	-14.404869113092236
199.14714288711548	26	-278.7272242245358	-14.06368325272248	31.364260445557235	-178.61243720077766	-355.449043988108	20.0	0.0	300	272160	-279.98079157653126	-14.275310988276278
206.32695531845093	27	-279.0444566497007	-14.082776652590645	30.941385099712313	-191.27088531331125	-365.5800794236222	20.0	0.0	300	282240	-274.440693297042	-13.647085687929584
213.7820007801056	28	-280.03778197707373	-14.147622674294796	30.520808090617813	-210.56840495249673	-376.3168706334703	20.0	0.0	300	292320	-283.7904501234334	-14.248303755645429
221.55008029937744	29	-280.73555979782066	-14.270533823503431	27.211951708507055	-198.96448491539434	-361.0777998217725	20.0	0.0	300	302400	-284.63744221091036	-14.756140866404374
229.17906737327576	30	-277.53630977773105	-14.02954843330058	26.324786226009746	-192.35028841325828	-361.80788436104774	20.0	0.0	300	312480	-279.1954410762397	-14.08663917865427
236.6039388179779	31	-281.17654512838607	-14.449365645918103	26.7485292660174	-207.98906802378696	-366.2376497985804	20.0	0.0	300	322560	-294.50833218850477	-15.665507661980845
243.84608507156372	32	-282.7479232792907	-14.566757022730568	28.60227845794264	-183.57429051560166	-351.2938720888044	20.0	0.0	300	332640	-276.1402914415814	-13.59872230966675
250.86910462379456	33	-279.36088679357306	-14.085081229733268	27.800080539487737	-208.25096836659705	-350.23929048964544	20.0	0.0	300	342720	-284.52268100192504	-14.91557499361025
257.9778711795807	34	-283.711427589847	-14.676161030466682	27.374223310141165	-209.28152070995375	-350.73458318250914	20.0	0.0	300	352800	-285.20882340836835	-14.998430616429156
268.27336621284485	35	-282.37428171802173	-14.548314683858113	32.108686739710905	-205.81468826402732	-350.0800641452665	20.0	0.0	300	362880	-289.1712304308791	-15.087589665413784
277.48888993263245	36	-284.4065681848916	-14.686923096867542	34.172189158152385	-198.21052040668025	-358.47323290698614	20.0	0.0	300	372960	-275.6095069699375	-13.792702970664667
286.3232650756836	37	-285.1333553617323	-14.750777701818508	33.1650437134347	-207.7583044324009	-348.76541591231233	20.0	0.0	300	383040	-281.79041876401686	-14.637865895871121
295.07299613952637	38	-285.3313839446794	-14.79390353728535	32.602483936814366	-216.53612450849087	-353.0787540696306	20.0	0.0	300	393120	-290.2170583989867	-15.404518350076623
303.725857257843	39	-286.087079430313	-14.927556029586846	33.5069796625173	-215.6590950873264	-344.55973837214515	20.0	0.0	300	403200	-289.50949949686617	-15.284983639204398
312.4425427913666	40	-284.28439441417333	-14.717081006712673	36.02880338559481	-215.5237232437628	-344.5159906428674	20.0	0.0	300	413280	-295.43289211091485	-16.056569678460683
321.59606409072876	41	-286.0052855539381	-14.943528740428471	36.36807076873442	-213.5378093084188	-348.89933093869195	20.0	0.0	300	423360	-294.282261653944	-15.78372668448624
330.39453315734863	42	-286.05816463572296	-14.944140299174816	35.23094889172976	-217.77041085094413	-352.2472173256796	20.0	0.0	300	433440	-286.2985915965106	-14.954830777222877
