iters,mean reward,std reward,pct full rollouts
0,96.77917535072646,316.70194668843686,0.6534000000000001
1,3863.553862192895,492.24694403366885,0.9730000000000001
2,4218.470435476644,912.8643269875196,0.95425
3,4689.958363820959,140.06572948387262,1.0
4,4592.768392326006,676.3358629526672,0.9673
5,4640.806212659908,489.4817059413122,1.0
6,4749.62196022615,87.16189396475397,1.0
7,4456.38977738866,955.3999996525883,0.921
8,4743.357828092577,123.20340586068237,1.0
9,4793.007613270934,133.22856390414776,1.0
10,4567.305428952236,987.6806711291753,0.95375
11,4780.287806530508,106.54100955549029,1.0
12,4567.676231358612,892.1454208295185,1.0
13,4808.206243517159,107.26729392034414,1.0
14,4788.285571769533,124.45551405681233,1.0
15,4797.0602256111115,77.01811158110499,1.0
16,4856.034586616452,72.0891008139675,1.0
17,4631.855802932607,724.417616976914,0.9672499999999999
18,4825.064216176148,135.57340135232428,1.0
19,4784.481047015786,101.80655225405819,1.0
