iters,mean reward,std reward,pct full rollouts
0,-13.523655640506982,4.602005819616661,1.0
1,-12.638449479512905,3.874607409432711,1.0
2,-9.377003879658119,4.817012788397832,1.0
3,-8.970351559417011,3.6353167026403677,1.0
4,-8.327956863169554,3.1644885127041302,1.0
5,-7.9469115594580275,3.870869734488034,1.0
6,-6.657060722260892,2.7723702758910695,1.0
7,-6.064907596545237,2.0977923318920704,1.0
8,-5.765672105738023,1.8304119093731475,1.0
9,-4.801147267527937,1.6603324798278232,1.0
10,-5.409779675726659,2.0624809580300907,1.0
11,-4.061295664933688,1.5589944861931304,1.0
12,-4.589164796888257,1.743587266427047,1.0
13,-4.313300296934086,1.9136465188355989,1.0
14,-3.828343878519089,1.6968356145433048,1.0
15,-4.3311082196103845,1.5127348302749672,1.0
16,-4.081710206991426,1.2941958289066875,1.0
17,-3.9783013894463446,2.05332177204088,1.0
18,-4.159213852386209,1.4807516750151095,1.0
19,-3.4305545619293825,1.168990001124535,1.0
