Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
75.74044561386108	0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	30049
140.74591040611267	1	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	60098
209.90523433685303	2	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	90147
280.4124085903168	3	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	120196
352.26939034461975	4	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	150245
421.76543164253235	5	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	180294
491.0252802371979	6	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	210343
558.9616813659668	7	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	240392
626.6335716247559	8	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	270441
691.6663689613342	9	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	300490
756.5059149265289	10	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	330539
818.7737038135529	11	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	360588
881.3059873580933	12	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	390637
949.4483163356781	13	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	420686
1014.9437375068665	14	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	450735
1082.8859853744507	15	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	480784
1151.7720267772675	16	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	510833
1219.331682920456	17	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	540882
1288.8179650306702	18	0.14572865	2.0505838	29.0	0.0	151.0	0.0	0.00096509035	0.00096509035	0.00096509035	0.00096509035	30049	570931
1355.7900714874268	19	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	600980
1421.0981016159058	20	0.03517588	0.49496844	7.0	0.0	151.0	0.0	0.00023295285	0.00023295285	0.00023295285	0.00023295285	30049	631029
1485.4750216007233	21	0.34170854	3.5364316	44.0	0.0	151.0	0.0	0.0022629704	0.0022629704	0.0022629704	0.0022629704	30049	661078
1548.9803791046143	22	0.11557789	1.6263252	23.0	0.0	151.0	0.0	0.0007654165	0.0007654165	0.0007654165	0.0007654165	30049	691127
1611.6649208068848	23	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	721176
1673.5832993984222	24	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	751225
1734.6857481002808	25	0.03517588	0.49496847	7.0	0.0	151.0	0.0	0.00023295285	0.00023295285	0.00023295285	0.00023295285	30049	781274
1800.564730644226	26	0.23115578	2.590442	35.0	0.0	151.0	0.0	0.001530833	0.001530833	0.001530833	0.001530833	30049	811323
1863.4864389896393	27	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	841372
1925.4028677940369	28	0.2713568	3.818329	54.0	0.0	151.0	0.0	0.0017970648	0.0017970648	0.0017970648	0.0017970648	30049	871421
1986.6156015396118	29	0.2512563	2.5117183	28.0	0.0	151.0	0.0	0.0016639489	0.0016639489	0.0016639489	0.0016639489	30049	901470
2048.4510219097137	30	0.09547739	1.343486	19.0	0.0	151.0	0.0	0.00063230057	0.00063230057	0.00063230057	0.00063230057	30049	931519
2110.7080750465393	31	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	30049	961568
2172.2750980854034	32	0.09045226	1.272776	18.0	0.0	151.0	0.0	0.0005990216	0.0005990216	0.0005990216	0.0005990216	30049	991617
2236.927253007889	33	0.2361809	2.989008	42.0	0.0	151.0	0.0	0.0015641119	0.0015641119	0.0015641119	0.0015641119	30049	1021666
2299.277023792267	34	0.43718594	3.7783864	46.0	0.0	151.0	0.0	0.0028952712	0.0028952712	0.0028952712	0.0028952712	30049	1051715
2361.6921892166138	35	0.30653265	2.731081	34.0	0.0	151.0	0.0	0.0020300176	0.0020300176	0.0020300176	0.0020300176	30049	1081764
2425.269768714905	36	0.38693467	3.19485	32.0	0.0	151.0	0.0	0.0025624812	0.0025624812	0.0025624812	0.0025624812	30049	1111813
2486.9617178440094	37	0.50753766	3.618586	37.0	0.0	151.0	0.0	0.0033611767	0.0033611767	0.0033611767	0.0033611767	30049	1141862
