Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
67.59347295761108	0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-4.721233e-06	-4.721233e-06	-0.6870687	0.049947705	0.0023140982	0.0009790767	0.6873	30049	30049
140.88873028755188	1	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.37151765e-05	-1.37151765e-05	-0.6989309	0.04733484	0.0036850357	0.0014557255	0.69929945	30049	60098
208.79462552070618	2	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	3.8665934e-05	3.8665934e-05	-0.6892204	0.053996082	0.008520634	0.008806637	0.69007254	30049	90147
277.1691629886627	3	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	2.4692656e-05	2.4692656e-05	-0.68480307	0.2006113	0.14321393	0.14234841	0.69912446	30049	120196
343.90346217155457	4	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00020978712	0.00020978712	-0.60124826	0.2684112	0.47241002	0.28690058	0.64848924	30049	150245
415.0898370742798	5	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0002781712	0.0002781712	-0.57892203	0.35580286	0.55600715	0.34695944	0.6345227	30049	180294
481.621057510376	6	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00031965954	0.00031965954	-0.6752597	0.4593084	0.5343913	0.3246991	0.72869885	30049	210343
552.9636471271515	7	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00049195084	0.00049195084	-0.53889287	0.4017726	0.525311	0.3602693	0.59142405	30049	240392
626.4151117801666	8	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0003653441	0.0003653441	-0.5692463	0.43408233	0.5840907	0.33185682	0.6276554	30049	270441
701.7695114612579	9	0.010050251	0.14141957	2.0	0.0	151.0	0.0	6.655796e-05	6.655796e-05	0.0002961563	0.0002961563	-0.5776521	0.30138865	0.5753729	0.30748102	0.63518935	30049	300490
777.5575726032257	10	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00043525317	0.00043525317	-0.5483519	0.38743308	0.63278395	0.32918474	0.6116302	30049	330539
853.5396978855133	11	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00045163892	0.00045163892	-0.57215667	0.41591814	0.6402215	0.31531644	0.63617885	30049	360588
930.9589779376984	12	0.03517588	0.49496847	7.0	0.0	151.0	0.0	0.00023295285	0.00023295285	0.000936136	0.000936136	-0.57636905	0.5612348	0.7328047	0.31437734	0.6496495	30049	390637
1006.7224042415619	13	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00058115844	0.00058115844	-0.50103074	0.39139533	0.727731	0.3029282	0.5738039	30049	420686
1075.4718511104584	14	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00074855314	0.00074855314	-0.49746826	0.5896417	0.843722	0.3992203	0.5818404	30049	450735
1149.8449807167053	15	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0004942552	0.0004942552	-0.67067873	0.6382077	0.6959035	0.30505142	0.74026906	30049	480784
1223.1558549404144	16	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.000815912	0.000815912	-0.47697288	0.50164384	0.819637	0.3800558	0.5589366	30049	510833
1297.794542312622	17	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0006402224	0.0006402224	-0.48904115	0.46096766	0.7751373	0.37954473	0.5665549	30049	540882
1370.3243510723114	18	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00048652556	0.00048652556	-0.54507387	0.4440865	0.6525706	0.37193727	0.6103309	30049	570931
1442.9010255336761	19	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0004895119	0.0004895119	-0.6169707	0.43493754	0.570279	0.34980246	0.6739986	30049	600980
1514.540419101715	20	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00050022075	0.00050022075	-0.5169518	0.39498687	0.680467	0.39319608	0.58499855	30049	631029
1585.289398431778	21	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00069778506	0.00069778506	-0.48349914	0.44060788	0.7876905	0.39381582	0.5622682	30049	661078
1655.9758908748627	22	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00088389515	0.00088389515	-0.46012914	0.51395035	0.88221776	0.39587018	0.54835093	30049	691127
1727.670758485794	23	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0012048006	0.0012048006	-0.42038235	0.57129186	0.89413047	0.29280165	0.5097954	30049	721176
1800.5598576068878	24	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0010957206	0.0010957206	-0.36518767	0.5563824	0.9246948	0.33249173	0.45765716	30049	751225
1867.8877670764923	25	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.001036819	0.001036819	-0.42929804	0.5529924	0.99367964	0.3510977	0.528666	30049	781274
1944.21355843544	26	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0010954734	0.0010954734	-0.4026215	0.5534254	0.98353434	0.3109762	0.5009749	30049	811323
2020.9923725128174	27	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0016349243	0.0016349243	-0.37962973	0.60920334	0.97491467	0.3206328	0.4771212	30049	841372
2096.958866596222	28	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0014151431	0.0014151431	-0.393884	0.58103186	0.90950656	0.301428	0.48483467	30049	871421
2171.3788566589355	29	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0014341497	0.0014341497	-0.28456926	0.49579254	0.98498523	0.23583464	0.3830678	30049	901470
2243.533755302429	30	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0013383013	0.0013383013	-0.3917537	0.6792804	0.9914239	0.26033822	0.4908961	30049	931519
2314.9544517993927	31	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0017998732	0.0017998732	-0.36702442	0.8443561	1.041643	0.24657653	0.47118872	30049	961568
2389.5618982315063	32	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0014920447	0.0014920447	-0.27557415	0.56455684	1.0268965	0.22792178	0.3782638	30049	991617
2464.8410613536835	33	0.050251257	0.7070979	10.0	0.0	151.0	0.0	0.0003327898	0.0003327898	0.002121176	0.002121176	-0.33955562	0.7120186	1.007902	0.25771368	0.44034582	30049	1021666
2531.7628157138824	34	0.03517588	0.49496838	7.0	0.0	151.0	0.0	0.00023295285	0.00023295285	0.0024079934	0.0024079934	-0.28390878	0.6719594	1.1019788	0.24888061	0.3941067	30049	1051715
2603.4334506988525	35	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0019968983	0.0019968983	-0.28650194	0.60329217	1.0633678	0.23612268	0.39283872	30049	1081764
2675.576625585556	36	0.0050251256	0.070709795	1.0	0.0	151.0	0.0	3.327898e-05	3.327898e-05	0.0020851004	0.0020851004	-0.25498632	0.5668961	1.0289869	0.18041642	0.35788503	30049	1111813
2750.043478488922	37	0.08040201	1.1313567	16.0	0.0	151.0	0.0	0.00053246366	0.00053246366	0.0023438681	0.0023438681	-0.32158166	0.62690604	1.0120049	0.19421913	0.42278212	30049	1141862
