iters,mean reward,std reward,pct full rollouts
0,4.243460213629513,0.3518859378081531,0.9523809523809523
1,1017.4053470869333,1.69575230720051,1.0
2,1010.4826931140708,270.58334566011894,0.73656330749354
3,2614.185872916174,1537.1260141818175,0.53585
4,5478.0681041169255,49.50595059295125,1.0
5,5440.873915976362,239.48882611837863,0.99125
6,5546.957175317327,32.05853669176069,1.0
7,5516.401427472994,71.00823431377323,1.0
8,5472.346970108071,77.1153604898074,1.0
9,5495.079486206145,86.90007301815174,1.0
10,5526.1869424341685,66.51925065776943,1.0
11,5490.088271718232,59.520094477188024,1.0
12,5503.608217867618,44.32374641188851,1.0
13,5488.577285110765,66.50035798938674,1.0
14,5517.027877104858,54.26839876403509,1.0
15,5521.492235668125,53.60178984090231,1.0
16,5334.166346043416,706.1328732987489,0.9741500000000001
17,5521.121432689704,60.397430573344266,1.0
18,5529.6012223444195,39.06306393393073,1.0
19,5507.809955703207,67.52568352794783,1.0
