iters,mean reward,std reward,pct full rollouts
0,578.9041294380971,703.2036663336959,0.85075
1,3989.8863480470777,390.9684490747937,0.9833500000000001
2,4350.179076635062,303.2545397443558,0.9865999999999999
3,4506.5162060574385,446.08464005441584,0.96785
4,4540.183346315337,714.1956956500441,1.0
5,4795.007986171067,148.13639330572653,0.9964999999999999
6,4717.743391986471,378.9978310844789,0.9836500000000001
7,4784.308953431955,121.26824851817194,1.0
8,4787.5664122696935,131.51320847685105,0.99985
9,4816.19159691466,97.25772199986227,1.0
10,4776.591970081554,115.97478214583025,1.0
11,4782.294827806543,154.5612846595163,1.0
12,4639.515960379833,756.569905328562,0.9649000000000001
13,4662.65298590064,561.0282329120795,0.9733499999999999
14,4793.7514651129195,141.8336309239336,1.0
15,4743.71799279596,496.2723558114308,1.0
16,4771.474825030779,374.15370843709724,0.984
17,4842.801313589361,73.72515008344546,1.0
18,4265.797119767884,1294.7796913937161,0.89635
19,4666.4728139078325,587.6592976747021,0.9734999999999999
