iters,mean reward,std reward,pct full rollouts
0,1453.9295693826487,853.4847530571004,1.0
1,1101.555853447193,920.9112909335124,1.0
2,3435.7590011981506,84.1293930702644,1.0
3,3964.0255763037085,86.76618437197114,1.0
4,4088.4147344652533,73.84520269256203,1.0
5,4173.796148718614,76.07874679364856,1.0
6,4152.058805973004,60.491230967940226,1.0
7,4145.981496380083,55.50736504621418,1.0
8,4133.205483810082,63.236705509940066,1.0
9,4131.029252787683,87.31912429507518,1.0
10,4141.682701419105,71.32052831283127,1.0
11,4128.758295383947,74.84348982277471,1.0
12,4157.054714554123,63.63467150059562,1.0
13,4148.3657048585055,68.05275464243525,1.0
14,4106.496056235163,97.74387885243,1.0
15,4152.349654573858,93.0499669537029,1.0
16,4179.750680683928,54.90982161138739,1.0
17,4132.556430745655,78.49232817364165,1.0
18,4159.756309879027,41.56766666965541,1.0
19,4138.68811283475,75.33686842302234,1.0
