iters,mean reward,std reward,pct full rollouts
0,750.8717274836623,342.6700002087134,0.518365553602812
1,665.5075429359981,7.109021977593866,0.9835714285714288
2,697.4473478874502,14.545986711462684,0.9790909090909091
3,1649.3698116106923,271.0424336868649,0.6861491628614916
4,1766.5514397556394,618.3849499184017,0.5169999999999999
5,3429.5510902301016,549.2293776391595,0.90845
6,3778.3698209281597,4.111457132106389,1.0
7,3778.1764878149297,3.083508855792143,1.0
8,3777.6538746809515,3.6365412119382095,1.0
9,3778.5801326548253,2.9507598759184828,1.0
10,3777.859358217634,4.288995621400188,1.0
11,3777.999782017466,3.4037345572568705,1.0
12,3778.960877039909,2.8169068618382265,1.0
13,3776.482637536071,3.928293482313643,1.0
14,3777.8582607849994,4.195688533479416,1.0
15,3778.859592875495,3.3770311311908396,1.0
16,3779.6767129174414,4.014959386644997,1.0
17,3776.845204921916,4.299149721589936,1.0
18,3778.6891006582023,3.929294555461308,1.0
19,3777.49969482222,4.830854828917614,1.0
