Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
3.1734304428100586	0	-0.42860222	0.087410815	-0.25177664	-0.6315052	21.0	0.0	-0.020409627	-0.020409627	-0.016886547	-0.016886547	1008	1008
4.375062465667725	1	-0.40749112	0.08694242	-0.22698973	-0.69201356	21.0	0.0	-0.019404335	-0.019404335	-0.01554708	-0.01554708	1008	2016
5.215538501739502	2	-0.42710003	0.09757596	-0.18837842	-0.69446397	21.0	0.0	-0.020338096	-0.020338096	-0.015401739	-0.015401739	1008	3024
6.135735750198364	3	-0.42730522	0.08209576	-0.24367012	-0.63189745	21.0	0.0	-0.02034787	-0.02034787	-0.01573756	-0.01573756	1008	4032
7.15481424331665	4	-0.42553696	0.08528305	-0.26409107	-0.6301481	21.0	0.0	-0.020263663	-0.020263663	-0.015263526	-0.015263526	1008	5040
8.193436861038208	5	-0.3991634	0.06737469	-0.28952792	-0.5706413	21.0	0.0	-0.019007782	-0.019007782	-0.012308406	-0.012308406	1008	6048
9.310027837753296	6	-0.41805616	0.10135735	-0.1792675	-0.6618317	21.0	0.0	-0.01990744	-0.01990744	-0.014030222	-0.014030222	1008	7056
10.49067211151123	7	-0.40916324	0.09618674	-0.19323026	-0.6458484	21.0	0.0	-0.019483963	-0.019483963	-0.011807871	-0.011807871	1008	8064
11.785806894302368	8	-0.43370178	0.11835819	-0.2515341	-0.77986795	21.0	0.0	-0.020652467	-0.020652467	-0.011843723	-0.011843723	1008	9072
13.159735202789307	9	-0.4519674	0.10435587	-0.21465302	-0.74283177	21.0	0.0	-0.021522256	-0.021522256	-0.01111794	-0.01111794	1008	10080
14.634547233581543	10	-0.4344139	0.104265556	-0.27208123	-0.7572556	21.0	0.0	-0.020686377	-0.020686377	-0.009777015	-0.009777015	1008	11088
16.142865657806396	11	-0.44880152	0.10113554	-0.3101297	-0.6810474	21.0	0.0	-0.0213715	-0.0213715	-0.010611709	-0.010611709	1008	12096
17.744197845458984	12	-0.44626686	0.10193993	-0.2745372	-0.78219396	21.0	0.0	-0.021250803	-0.021250803	-0.010419398	-0.010419398	1008	13104
19.38829803466797	13	-0.51950425	0.109387375	-0.27922884	-0.7806669	21.0	0.0	-0.024738297	-0.024738297	-0.011176883	-0.011176883	1008	14112
21.105648040771484	14	-0.49400362	0.11652858	-0.30341753	-0.76898706	21.0	0.0	-0.02352398	-0.02352398	-0.010504494	-0.010504494	1008	15120
22.893973112106323	15	-0.51676035	0.11322573	-0.24316756	-0.7697831	21.0	0.0	-0.024607636	-0.024607636	-0.011497948	-0.011497948	1008	16128
24.758092880249023	16	-0.34292266	1.4078332	9.279265	-0.82645816	21.0	0.0	-0.016329652	-0.016329652	-0.0017046758	-0.0017046758	1008	17136
26.576670169830322	17	-0.1352978	2.8281007	19.23835	-0.7938296	21.0	0.0	-0.006442753	-0.006442753	0.0077908826	0.0077908826	1008	18144
28.561081171035767	18	4.1804805	12.683597	49.27507	-0.8595773	21.0	0.0	0.19907051	0.19907051	0.21523133	0.21523133	1008	19152
30.60170292854309	19	4.2122483	12.998397	49.33335	-0.8224393	21.0	0.0	0.2005833	0.2005833	0.21609513	0.21609513	1008	20160
32.743624687194824	20	1.7128849	8.696313	49.393497	-0.7616542	21.0	0.0	0.08156595	0.08156595	0.096857965	0.096857965	1008	21168
35.04065752029419	21	5.807518	14.878204	59.143288	-0.87168956	21.0	0.0	0.27654848	0.27654848	0.29310957	0.29310957	1008	22176
37.35906910896301	22	13.295154	19.35238	59.262024	-0.8524948	21.0	0.0	0.6331025	0.6331025	0.6500275	0.6500275	1008	23184
39.944358348846436	23	19.07109	20.487396	69.16154	-0.84189993	21.0	0.0	0.9081472	0.9081472	0.92606777	0.92606777	1008	24192
42.40158438682556	24	23.43228	23.144085	89.16383	-0.6993902	21.0	0.0	1.1158227	1.1158227	1.133119	1.133119	1008	25200
45.18603277206421	25	29.231314	24.128195	79.06869	-0.79058486	21.0	0.0	1.3919673	1.3919673	1.4098933	1.4098933	1008	26208
47.77656269073486	26	34.406277	25.445658	89.01999	-0.7732284	21.0	0.0	1.6383944	1.6383944	1.6568247	1.6568247	1008	27216
50.66430974006653	27	46.413525	26.28475	98.78429	-0.72447455	21.0	0.0	2.210168	2.210168	2.229072	2.229072	1008	28224
54.84158968925476	28	40.190487	21.717426	79.12295	-0.70318455	21.0	0.0	1.9138327	1.9138327	1.9321156	1.9321156	1008	29232
58.95706820487976	29	51.545513	27.035288	98.88121	-0.67800033	21.0	0.0	2.4545481	2.4545481	2.4734488	2.4734488	1008	30240
63.56198859214783	30	49.252254	25.232658	99.12035	-0.9599116	21.0	0.0	2.3453455	2.3453455	2.3638544	2.3638544	1008	31248
67.9792833328247	31	61.45874	24.822184	118.84156	-0.75932556	21.0	0.0	2.9266067	2.9266067	2.944909	2.944909	1008	32256
72.71233940124512	32	60.796215	21.477476	98.744804	8.967377	21.0	0.0	2.895058	2.895058	2.913462	2.913462	1008	33264
77.25877523422241	33	61.829895	22.260853	108.92228	9.099042	21.0	0.0	2.9442806	2.9442806	2.9621277	2.9621277	1008	34272
82.0256609916687	34	63.03316	21.817726	98.804214	19.064728	21.0	0.0	3.001579	3.001579	3.0189116	3.0189116	1008	35280
87.02751469612122	35	68.15552	24.143173	118.54817	9.025272	21.0	0.0	3.2455008	3.2455008	3.2631137	3.2631137	1008	36288
91.82236409187317	36	68.96707	25.411264	108.44476	-0.88911796	21.0	0.0	3.2841463	3.2841463	3.3016062	3.3016062	1008	37296
97.27311539649963	37	72.289696	23.87855	118.34244	18.79809	21.0	0.0	3.4423668	3.4423668	3.4596431	3.4596431	1008	38304
102.92494106292725	38	81.596825	19.682623	118.67336	8.97793	21.0	0.0	3.885563	3.885563	3.9025674	3.9025674	1008	39312
