iters,mean reward,std reward,pct full rollouts
1,3277.545550121425,1014.7160687996253,1.0
2,4164.420467447578,112.58094948449491,1.0
3,4159.5968353721555,69.00864925834772,1.0
4,4118.410477036936,75.74788614923992,1.0
5,4161.009322723645,75.78347245013889,1.0
6,4151.39955965822,72.57675619548125,1.0
7,4163.183288028204,65.63188515962585,1.0
8,4103.327223864525,53.34377955419915,1.0
9,4152.1457595102565,73.72202712317716,1.0
10,4139.081860665922,83.45290966931543,1.0
11,4137.865130225997,85.91834905490062,1.0
12,4115.210222012318,97.57636472579536,1.0
13,4130.442390247306,92.34674823954657,1.0
14,4122.87102721718,88.46386117890351,1.0
15,4130.704679528446,59.308009760009654,1.0
16,4138.048480329085,67.09768976392853,1.0
17,4115.394672934116,74.27389081978433,1.0
18,4154.319625263686,98.89513768257197,1.0
19,4122.38569853892,72.24520091980813,1.0
20,4169.313420851605,60.04690491006144,1.0
21,4168.23936610799,86.54219637654735,1.0
22,4101.644891226721,58.60627133083339,1.0
23,4139.036571262844,86.11460823517008,1.0
24,4151.380400666588,83.00867686712913,1.0
25,4105.755022172609,58.015996780726354,1.0
26,4119.48763789467,83.15631422534318,1.0
27,4095.483908211125,61.72398806969581,1.0
28,4143.835241673624,70.31065902376795,1.0
29,4200.086961457346,74.62330969269317,1.0
30,4133.780943833181,80.7610765577878,1.0
31,4120.252164324175,77.06721557400027,1.0
32,4119.039249125513,102.52592484023646,1.0
33,4134.998618949043,62.69872751563248,1.0
34,4145.893850780791,72.26992878923446,1.0
35,4105.755242550424,80.85904046479916,1.0
36,4150.762993486355,72.43702024784793,1.0
37,4135.75963665348,83.8982142292887,1.0
38,4156.105882848789,64.31473315064056,1.0
39,4161.09963216651,61.20622614453846,1.0
40,4140.015469077044,92.88212909777238,1.0
41,4158.784365863847,81.30477407634892,1.0
42,4115.969259335454,74.66864157296618,1.0
43,4168.596238109641,76.48720202763911,1.0
44,4154.6750586390535,106.2118319745774,1.0
45,4115.774554245474,85.03681661859227,1.0
46,4134.79496819939,90.3118871334943,1.0
47,4137.565249027733,93.98388533567349,1.0
48,4108.393618693963,83.9780080918717,1.0
49,4157.140376243426,84.91196057702416,1.0
50,4176.05687360476,60.608433213538525,1.0
