iters,mean reward,std reward,pct full rollouts
0,-32.70879205137602,12.983891706383389,1.0
1,-9.358138012779978,5.255397631655944,1.0
2,-8.342018925041996,4.240900174058369,1.0
3,-8.658673318921055,5.37163641923896,1.0
4,-6.610171387630549,3.211872255857003,1.0
5,-6.5967263836259304,2.635362751888039,1.0
6,-5.800340857228935,2.3874808004146724,1.0
7,-4.442307766015146,2.0010432381759156,1.0
8,-5.009734718330383,1.7504788283821406,1.0
9,-5.139343249817938,1.58362513407707,1.0
10,-4.096578955121305,1.9976098061319554,1.0
11,-4.178544012981272,1.2234130688113662,1.0
12,-4.462385885798353,1.7671509919011645,1.0
13,-3.8033741134263854,1.384458976851168,1.0
14,-4.111285577134941,1.6696442022603046,1.0
15,-4.585983136659921,1.9643423549427395,1.0
16,-3.38526494679778,1.4653359313524446,1.0
17,-3.940344485320427,1.639716632072739,1.0
18,-3.7252966899555586,1.467727738516587,1.0
19,-4.047959400535578,1.7796565932938821,1.0
