iters,mean reward,std reward,pct full rollouts
0,36.987452389167224,160.57305763291376,1.0
1,-49.6475574352326,1.7980266851762767,1.0
2,2336.2088433154486,953.227822006684,1.0
3,3842.167982780674,90.47298514634004,1.0
4,4095.6634333839256,104.73130697482101,1.0
5,4168.55422628619,69.84802501636666,1.0
6,4166.170930255119,94.84186762493711,1.0
7,4122.621148549153,85.0815167264748,1.0
8,4162.554973383931,67.59077193585856,1.0
9,4199.583541170896,74.53660246885582,1.0
10,4147.269015850999,84.2173060996698,1.0
11,4159.329421151872,72.0002491245111,1.0
12,4120.354369762546,66.54049562107907,1.0
13,4147.221426241451,86.44991104560447,1.0
14,4173.723091755646,90.92188702742382,1.0
15,4074.164703901338,64.24792030324856,1.0
16,4132.007938456829,52.894724804139216,1.0
17,4135.17941836182,76.14021435598814,1.0
18,4125.800785319743,69.80864045699904,1.0
19,4118.793822905088,105.26867134925959,1.0
