iters,mean reward,std reward,pct full rollouts
0,-27.14152168762637,13.10741876752877,1.0
1,-12.759156924212949,3.674552358621713,1.0
2,-10.627306012399774,5.004646438276735,1.0
3,-9.21406661625434,3.4369964884507396,1.0
4,-9.091908760128305,5.031165028809806,1.0
5,-8.706648496323503,3.450488286085469,1.0
6,-7.990715493581935,2.764433256325412,1.0
7,-7.025819761093972,1.9997884805499557,1.0
8,-6.048790051443793,2.031149788160877,1.0
9,-5.294436376553195,1.494465123593189,1.0
10,-4.859778244134474,1.7084958591949537,1.0
11,-5.863425490040944,1.5138907837250433,1.0
12,-4.391036719143785,1.6205560853641579,1.0
13,-4.575842159499614,1.3794212823199465,1.0
14,-3.8366488973796367,1.4857863997608005,1.0
15,-3.854835927833753,1.848859010551386,1.0
16,-3.9678580439926647,1.4478248469499482,1.0
17,-3.879640727415425,1.6754830079519942,1.0
18,-4.243527185713541,1.742869067543355,1.0
19,-4.519481277636816,1.523419417978151,1.0
