iters,mean reward,std reward,pct full rollouts
1,4496.688516613538,543.001985481738,0.9903000000000001
2,4748.053494541273,266.07397123511475,0.9891
3,4770.507158916715,111.3253572320869,1.0
4,4771.74933420498,118.43182390214064,1.0
5,4673.861370018321,656.3527229026021,0.9702
6,4836.576579767697,110.20429383859793,1.0
7,4818.765896282863,118.8331761091871,1.0
8,4819.603768424192,84.17155253775996,1.0
9,4815.181040090384,120.7734351676761,1.0
10,4798.051243816704,71.36553125396235,1.0
11,4787.91427545024,87.7172214340525,1.0
12,4784.226401404073,105.17573607114628,1.0
13,4825.145406418089,75.09174665503043,1.0
14,4800.555602420154,98.78514855615023,1.0
15,4752.082041363701,78.16880872829417,1.0
16,4756.67114131228,107.84518401565556,0.99925
17,4817.531541599831,96.15796035265545,1.0
18,4725.651666807689,597.328938705807,0.9728999999999999
19,4821.685957241666,135.33696415587966,0.9935499999999999
20,4815.786432074907,88.23012017402837,1.0
21,4791.342518760299,128.3547472383125,1.0
22,4836.736396765419,121.46207564688333,1.0
23,4776.554290359762,217.43106140028786,0.98985
24,4833.050240746351,93.40139416334024,1.0
25,4846.482690832472,115.58021845088737,1.0
26,4811.735957031702,123.39185847666624,1.0
27,4614.770080036629,979.8490486092246,0.9547000000000001
28,4839.253884436961,92.02203791118984,1.0
29,4813.525480628468,107.89931292691435,1.0
30,4814.052555464333,111.61456779192682,1.0
31,4752.452064705467,374.58061678267717,0.9819000000000001
32,4770.633274357673,93.32950454523397,1.0
33,4767.568604307854,141.53841405416264,1.0
34,4580.719829144435,942.0654723749982,0.9559000000000001
35,4801.843038132369,114.02552774691462,1.0
36,4803.707125287885,99.41308106921578,1.0
37,4770.278883820222,123.53604709915228,1.0
38,4806.416359785332,96.05957472567293,1.0
39,4662.021419266368,813.2070910582568,0.96265
40,4722.13522628493,444.6069972463285,0.9811500000000001
41,4764.9364199264555,105.25871421337125,1.0
42,4841.229135860056,123.42565299360479,1.0
43,4785.998126735552,155.21781034194905,0.994
44,4576.903109388242,922.8853647825142,0.95665
45,4826.251925011783,90.05483783043069,1.0
46,4829.612025589394,109.49851784046582,1.0
47,4821.983982079153,129.98727880422715,1.0
48,4607.720465899567,807.8214861834573,0.9623000000000002
49,4706.559792949693,580.8440169320249,0.97245
50,4858.754750092184,77.59748733635925,1.0
