#,learning rate,BC mean reward,BC std reward,expert mean reward,expert std reward
0,1e-06,90.8245744289226,3.5948764344933357,10383.925145250189,61.91252493144431
1,0.01,3818.432552961465,3276.7438542716027,9930.07234302095,2093.5487033498766
