iters,mean reward,std reward,pct full steps
0,-55.238586663290846,45.03433569941486,1.0
1,-16.172829276731644,192.29191015723305,1.0
2,358.365728059946,288.4631189235507,1.0
3,2625.697716269039,142.66238911238776,1.0
4,3365.0841344017344,129.71360543516226,1.0
5,3856.214326024788,99.59474382329465,1.0
6,4073.835055301404,81.73587443167891,1.0
7,4097.0431759236335,90.33423110155995,1.0
8,4137.5167774011625,79.88072864546206,1.0
9,4156.230513894176,113.07911714755205,1.0
