iters,mean reward,std reward,pct full rollouts
0,1972.454740146187,2364.5247104109994,0.2266
1,7956.4031784288945,3532.9227499082244,0.7796
2,10290.10512132309,171.11573155368362,1.0
3,10330.943066237562,63.88913876354536,1.0
4,10408.555450594436,58.786303544985635,1.0
5,10402.26387691677,44.331716996605216,1.0
6,9895.547725830813,2070.1367117770033,0.9564499999999999
7,10365.557093449517,77.57838062779557,1.0
8,10400.497897898085,69.84175669099628,1.0
9,10390.236762991792,53.903226349673,1.0
10,10406.831528420771,48.51760745101672,1.0
11,10404.156116780836,45.24221887146025,1.0
12,9930.788356558089,2115.0864249894403,0.9555
13,10362.07090782112,82.15953396941872,1.0
14,10388.549386081862,56.395625917020915,1.0
15,10412.773889491706,43.16804012234434,1.0
16,10381.75890341406,52.00112382980831,1.0
17,10388.100337650381,58.33578100756989,1.0
18,10395.510851584662,55.39268539929988,1.0
19,10389.172196518379,70.1495331632475,1.0
