iters,mean reward,std reward,pct full rollouts
0,3291.6408811877945,792.6091840066965,1.0
1,4094.549650880602,91.05430400146965,1.0
2,4155.296846667921,83.41413360112166,1.0
3,4143.626706099228,77.56606195757954,1.0
4,4146.233439130947,75.78241154904312,1.0
5,4139.815399977555,49.06071209647545,1.0
6,4123.607300014051,60.69862743084809,1.0
7,4162.535910978083,81.87211969395483,1.0
8,4118.914908438195,61.63289650086333,1.0
9,4164.596111394574,99.54455644778922,1.0
10,4139.9722138264615,94.23711793908366,1.0
11,4133.880524363936,79.7861971499109,1.0
12,4117.710994442247,86.72480783910834,1.0
13,4149.6598762184,68.15844637235693,1.0
14,4142.645290407777,51.491699614145745,1.0
15,4157.1031859447,84.671694838098,1.0
16,4144.5903964264035,69.21217897904648,1.0
17,4142.9270597783225,65.29905747540136,1.0
18,4153.800003456952,85.48152600304302,1.0
19,4148.550237158755,79.80353141549216,1.0
