iters,mean reward,std reward,pct full rollouts
0,-13.63645419789053,4.598887459698246,1.0
1,-9.163706146912556,4.408060692628016,1.0
2,-5.770351029355548,1.7108822571160114,1.0
3,-4.858357405745393,1.6852112077822712,1.0
4,-4.225032797315797,1.5168793255440072,1.0
5,-4.840851795232347,2.207539083493279,1.0
6,-4.220233710333067,2.333345028581279,1.0
7,-4.776418016387625,1.529244534262125,1.0
8,-3.6657378991275102,1.7659552310083184,1.0
9,-3.8516019298037065,1.9717472189887548,1.0
10,-3.7832601518410733,1.1398062518102343,1.0
11,-4.449242746331203,1.5408982560164366,1.0
12,-3.988709503457226,1.7617713516530287,1.0
13,-4.148914543056801,1.7222843778235262,1.0
14,-3.1301729401203935,1.1679872319155118,1.0
15,-3.586870724800319,1.8906049507619294,1.0
16,-4.303906368544837,1.5453752397466416,1.0
17,-4.397510663991028,1.936984218746027,1.0
18,-4.188138265552902,1.4708041175814435,1.0
19,-3.554126767270882,1.6579703522588227,1.0
