#,learning rate,BC mean reward,BC std reward,expert mean reward,expert std reward
6,1e-06,-132.41682012663043,1.0423531733648002,4149.844025973879,78.10194710617205
8,3.2e-06,-199.14031341722682,1.5930056057816169,4113.7302003863215,69.22388817414765
5,1e-05,-265.1794892781576,2.053374073112588,4149.943880859808,73.16455931256084
7,3.2e-05,-55.38697651770368,0.6137669956994946,4139.269314705025,90.55778561409849
0,0.0001,31.225455298285226,167.01004535908675,4109.6167606144345,75.00019115705844
1,0.00032,732.5507906288077,633.9502675299491,4146.769835790266,74.35938616411292
2,0.001,3196.612081267688,1150.2974572559115,4118.854103930518,77.55342064743141
3,0.0032,4110.336622096254,102.25176733686882,4149.097335956538,98.53990772945576
4,0.01,4092.943158948401,79.18378428626336,4154.823353316713,74.58925067420583
