#,learning rate,BC mean reward,BC std reward,expert mean reward,expert std reward
6,1e-06,-680.9002314602012,715.8719548880338,4769.047712491594,292.76351691274886
8,3.2e-06,-1230.0356598924284,812.482851502241,4829.261625524314,117.8025927060122
5,1e-05,-166.38476369721732,350.1582741542611,4657.540649887332,708.76676189032
7,3.2e-05,-135.62513100297286,244.9022213473196,4829.629143231066,198.18109963079567
0,0.0001,254.62774536549304,215.96830644067526,4844.848285581925,94.78325317509209
1,0.00032,3538.0371200856043,897.3912766829891,4755.4184906290975,288.83696506164375
2,0.001,4391.939854307435,626.7200541099189,4845.1559601308145,101.34569160730965
3,0.0032,4719.411185280765,122.19013210108669,4792.400004461759,130.91662656889454
4,0.01,4720.907776537307,89.41887459532835,4837.921624965595,115.41740147834874
