iters,mean reward,std reward,pct full rollouts
0,755.6026043244153,125.58646408301358,0.6363532110091743
1,643.8756283019956,11.426064651357356,0.9728365384615385
2,776.5551853090068,12.744889500209727,0.9774261603375527
3,1636.8366855538757,228.44041992265238,0.8247706422018348
4,2350.06363436293,645.6029308264792,0.66635
5,3769.143092212055,11.121311220917162,1.0
6,3778.606829863513,3.524488892498695,1.0
7,3776.9374106912537,2.5056203053312536,1.0
8,3777.2224548671247,3.2893891080536783,1.0
9,3779.372882733026,4.5899423273436595,1.0
