iters,mean reward,std reward,pct full rollouts
0,-25.894936147001243,9.430715245095945,1.0
1,-10.96992122053462,3.690118718495516,1.0
2,-10.60736595012417,4.190780914680958,1.0
3,-9.373384135421936,3.5875591873726482,1.0
4,-11.14580955546081,4.106368688500645,1.0
5,-10.196147102321664,4.287709936833398,1.0
6,-8.649938251373557,3.391651852481329,1.0
7,-9.208767863917808,3.872927625053047,1.0
8,-7.029828094913469,2.631840845053582,1.0
9,-7.321434561401441,2.810543303036265,1.0
