Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
3.09822154045105	0	-0.43710944	0.084276035	-0.28531253	-0.62254745	21.0	0.0	-0.020814737	-0.020814737	-0.018621812355255285	-0.018621812355255285	1008	1008
4.22294545173645	1	-0.40997455	0.089013234	-0.21930131	-0.60993713	21.0	0.0	-0.019522594	-0.019522594	-0.0176037192130642	-0.0176037192130642	1008	2016
4.863420009613037	2	-0.4261589	0.08124794	-0.22388665	-0.60549676	21.0	0.0	-0.02029328	-0.02029328	-0.018615529075089038	-0.018615529075089038	1008	3024
5.472651481628418	3	-0.42363095	0.09053691	-0.2835445	-0.64095324	21.0	0.0	-0.020172903	-0.020172903	-0.01879245938278324	-0.01879245938278324	1008	4032
6.113125324249268	4	-0.42817333	0.077259116	-0.25658602	-0.6209864	21.0	0.0	-0.020389207	-0.020389207	-0.019017256071018968	-0.019017256071018968	1008	5040
6.737978458404541	5	-0.41972598	0.08164614	-0.17378359	-0.5754414	21.0	0.0	-0.01998695	-0.01998695	-0.01856154496372968	-0.01856154496372968	1008	6048
7.409696102142334	6	-0.44727683	0.09796216	-0.24308337	-0.68683195	21.0	0.0	-0.021298897	-0.021298897	-0.019880740188839688	-0.019880740188839688	1008	7056
8.08141279220581	7	-0.4226205	0.08849371	-0.2341171	-0.62572837	21.0	0.0	-0.020124787	-0.020124787	-0.018632987735521033	-0.018632987735521033	1008	8064
8.72188663482666	8	-0.43907997	0.090925194	-0.2556713	-0.5960897	21.0	0.0	-0.020908572	-0.020908572	-0.019624089385096383	-0.019624089385096383	1008	9072
9.393606185913086	9	-0.42665195	0.10128866	-0.27755696	-0.69397795	21.0	0.0	-0.02031676	-0.02031676	-0.019130341987019205	-0.019130341987019205	1008	10080
10.034078359603882	10	-0.49564362	0.10630821	-0.29456502	-0.74583226	21.0	0.0	-0.023602078	-0.023602078	-0.02205558095432597	-0.02205558095432597	1008	11088
10.677060842514038	11	-0.465867	0.124046884	-0.16117507	-0.84303725	21.0	0.0	-0.022184141	-0.022184141	-0.02093998053454092	-0.02093998053454092	1008	12096
