#,epochs,BC mean reward,BC std reward,expert mean reward,expert std reward
0,1.0,239.3301636041028,198.18535419715155,4796.333183331673,154.85982127977698
1,5.0,4113.897769121846,235.81438625776704,4846.412798392077,106.17543622346636
2,10.0,4581.044683424623,83.27509988049653,4803.662789074518,116.12956452739193
3,15.0,4509.4421993858,743.1527744798998,4665.883460798027,520.4814680391811
4,20.0,4535.882337034186,973.380552108499,4855.530599119241,101.84870085759675
